"LOCATION","Country","TYPE_VAR","Type of indicator","VARIABLE","Indicator","WB","Current/Future Well-being","SEX","Sex","AGE","Age","EDUCATION","Education","TIME","Time","Value","Flag Codes","Flags"
"AUT","Austria","AVERAGE","Average","10_2","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",91.1,,
"AUT","Austria","AVERAGE","Average","10_2","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",91.1,,
"AUT","Austria","AVERAGE","Average","10_2","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",91.1,,
"AUT","Austria","AVERAGE","Average","10_3","Satisfaction with personal relationships","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",8.5,,
"AUT","Austria","AVERAGE","Average","10_3","Satisfaction with personal relationships","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",8.6,,
"AUT","Austria","AVERAGE","Average","11_1","Voter turnout ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",74.9,,
"AUT","Austria","AVERAGE","Average","11_1","Voter turnout ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",80,,
"AUT","Austria","AVERAGE","Average","11_2","Having a say in government","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",30.3,,
"AUT","Austria","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",7.6,,
"AUT","Austria","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",7.8,,
"AUT","Austria","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",9.7,,
"AUT","Austria","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",9.2,,
"AUT","Austria","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",9.6,,
"AUT","Austria","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",8.9,,
"AUT","Austria","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",9.1,,
"AUT","Austria","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",9.6,,
"AUT","Austria","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",9,,
"AUT","Austria","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",9,,
"AUT","Austria","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",8.7,,
"AUT","Austria","DEP","Deprivation","1_4","Relative income poverty ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",9.8,,
"AUT","Austria","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",9.6,,
"AUT","Austria","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",7.8,,
"AUT","Austria","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",10.9,,
"AUT","Austria","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",14,,
"AUT","Austria","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",15.4,,
"AUT","Austria","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",14.4,,
"AUT","Austria","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",14.4,,
"AUT","Austria","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",14,,
"AUT","Austria","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",14,,
"AUT","Austria","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",14.9,,
"AUT","Austria","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",13.4,,
"AUT","Austria","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",12.8,,
"AUT","Austria","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",11.5,,
"AUT","Austria","DEP","Deprivation","1_5","Difficulty making ends meet","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",11.3,,
"AUT","Austria","DEP","Deprivation","1_6","Financial insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",18.6,,
"AUT","Austria","DEP","Deprivation","2_2","Overcrowding rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",10.2,,
"AUT","Austria","DEP","Deprivation","2_2","Overcrowding rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",10.7,,
"AUT","Austria","DEP","Deprivation","2_2","Overcrowding rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",11.6,,
"AUT","Austria","DEP","Deprivation","2_2","Overcrowding rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",11.9,,
"AUT","Austria","DEP","Deprivation","2_2","Overcrowding rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",12.7,,
"AUT","Austria","DEP","Deprivation","2_2","Overcrowding rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",11.4,,
"AUT","Austria","DEP","Deprivation","2_2","Overcrowding rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",11.4,,
"AUT","Austria","DEP","Deprivation","2_2","Overcrowding rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",12.3,,
"AUT","Austria","DEP","Deprivation","2_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",11.2,,
"AUT","Austria","DEP","Deprivation","2_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",8.3,,
"AUT","Austria","DEP","Deprivation","2_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",12.4,,
"AUT","Austria","DEP","Deprivation","2_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",13,,
"AUT","Austria","DEP","Deprivation","2_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",11.5,,
"AUT","Austria","DEP","Deprivation","2_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",10.6,,
"AUT","Austria","DEP","Deprivation","2_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",12.5,,
"AUT","Austria","DEP","Deprivation","2_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",11.1,,
"AUT","Austria","DEP","Deprivation","2_4","Poor households without access to basic sanitary facilities","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",0.1,,
"AUT","Austria","DEP","Deprivation","2_4","Poor households without access to basic sanitary facilities","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",0,,
"AUT","Austria","DEP","Deprivation","2_4","Poor households without access to basic sanitary facilities","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",0,,
"AUT","Austria","DEP","Deprivation","2_4","Poor households without access to basic sanitary facilities","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",0,,
"AUT","Austria","DEP","Deprivation","2_4","Poor households without access to basic sanitary facilities","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",0,,
"AUT","Austria","DEP","Deprivation","2_4","Poor households without access to basic sanitary facilities","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",0,,
"AUT","Austria","DEP","Deprivation","2_4","Poor households without access to basic sanitary facilities","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",0,,
